timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
2024-01-01 00:00:00.000,0.195581,-0.600959,9.108129,0.191351,0.234963,-0.021513
2024-01-01 00:00:00.010,-0.054442,-0.271021,9.412514,0.268353,-0.375796,-0.004898
2024-01-01 00:00:00.020,0.255027,-0.130286,9.216502,0.124672,-0.065559,0.009644
2024-01-01 00:00:00.030,0.599693,0.594622,9.464763,-0.485624,-0.008332,0.142029
2024-01-01 00:00:00.040,-0.092198,0.175314,9.675085,-0.038856,0.003182,-0.112083
2024-01-01 00:00:00.050,-0.092191,-0.420677,10.337407,-0.288927,0.036099,-0.126952
2024-01-01 00:00:00.060,0.621815,0.153101,9.60767,-0.050651,0.122088,0.185493
2024-01-01 00:00:00.070,0.302177,-0.487401,8.811056,0.245001,-0.007081,-0.069397
2024-01-01 00:00:00.080,-0.184856,0.341048,10.528243,0.076288,-0.073612,-0.189455
2024-01-01 00:00:00.090,0.213633,-0.148404,9.282633,0.287023,-0.081518,-0.072769
2024-01-01 00:00:00.100,-0.182471,-0.029495,9.773006,0.085438,-0.122303,-0.049508
2024-01-01 00:00:00.110,-0.183381,0.417626,10.091318,-0.324581,0.157509,0.233244
2024-01-01 00:00:00.120,0.095273,-0.405457,9.935755,-0.630212,-0.129306,0.138724
2024-01-01 00:00:00.130,-0.753354,-0.440092,10.499333,0.037202,0.169354,0.172128
2024-01-01 00:00:00.140,-0.679186,-0.183834,10.111772,-0.053482,0.0038,0.122996
2024-01-01 00:00:00.150,-0.221401,0.327089,9.267375,-0.244236,-0.104251,0.141937
2024-01-01 00:00:00.160,-0.398802,-0.478594,11.182494,-0.425157,0.123681,-0.103212
2024-01-01 00:00:00.170,0.123735,-0.892129,9.93243,-0.183686,-0.145491,-0.02979
2024-01-01 00:00:00.180,-0.357534,-0.142115,9.717176,-0.048623,0.127637,-0.148487
2024-01-01 00:00:00.190,-0.556095,0.173798,10.417273,0.166469,0.042545,-0.031573
2024-01-01 00:00:00.200,0.577099,0.378082,9.967154,0.047158,-0.119265,0.102616
2024-01-01 00:00:00.210,-0.088899,-0.145896,10.061514,0.402017,0.105727,0.020187
2024-01-01 00:00:00.220,0.026589,-0.129599,11.380076,-0.258901,0.109318,0.196722
2024-01-01 00:00:00.230,-0.560995,0.363479,9.636674,0.220265,0.231504,-0.171212
2024-01-01 00:00:00.240,-0.214351,-0.588969,9.609811,0.011825,0.193229,0.075036
2024-01-01 00:00:00.250,0.043676,-0.122384,9.883444,0.173667,0.098255,-0.187245
2024-01-01 00:00:00.260,-0.453204,0.059984,10.485055,-0.109129,-0.225518,0.014126
2024-01-01 00:00:00.270,0.147931,0.141504,8.860884,0.26792,0.489717,0.11105
2024-01-01 00:00:00.280,-0.236501,-0.160589,8.5717,0.073806,-0.280723,-0.032175
2024-01-01 00:00:00.290,-0.114854,0.010849,9.440117,-0.169861,0.189853,0.082669
2024-01-01 00:00:00.300,-0.236922,-0.783823,8.780629,-0.003006,0.086257,-0.14396
2024-01-01 00:00:00.310,0.729335,-0.207348,9.542356,-0.059889,-0.234828,-0.249553
2024-01-01 00:00:00.320,-0.005315,0.142855,10.126575,0.122295,-0.02486,0.083554
2024-01-01 00:00:00.330,-0.416474,-0.309423,9.248828,-0.294944,-0.015751,0.261602
2024-01-01 00:00:00.340,0.323877,0.01858,8.911099,-0.007338,0.261117,-0.149407
2024-01-01 00:00:00.350,-0.480707,0.140765,9.853682,0.098827,-0.142662,0.183329
2024-01-01 00:00:00.360,0.08224,-0.107903,10.353402,0.008256,-0.052389,0.006514
2024-01-01 00:00:00.370,-0.77162,0.053696,8.742167,0.336735,-0.467214,-0.200354
