timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
2024-01-01 00:00:00.000,0.324822,0.096255,10.312968,0.163324,-0.003328,-0.008815
2024-01-01 00:00:00.010,0.106052,0.09911,9.864932,0.254165,0.034941,0.064323
2024-01-01 00:00:00.020,0.169583,0.183205,10.082671,0.048098,0.063724,0.030693
2024-01-01 00:00:00.030,0.149601,0.178624,10.88577,0.06113,0.160489,0.007782
2024-01-01 00:00:00.040,0.193682,0.098473,10.63585,0.080675,0.197789,0.06966
2024-01-01 00:00:00.050,0.100901,-0.068359,10.616093,0.075334,0.219651,0.065662
2024-01-01 00:00:00.060,0.057827,0.177855,10.867345,0.031177,0.206546,0.14369
2024-01-01 00:00:00.070,0.248911,0.023317,10.477875,0.113436,0.146299,0.098952
2024-01-01 00:00:00.080,-0.053555,0.316966,10.210185,0.090184,0.27051,0.071345
2024-01-01 00:00:00.090,0.285406,-0.092593,10.197342,0.045412,0.041577,-0.023038
2024-01-01 00:00:00.100,0.263362,0.053972,10.169802,-0.000837,0.079502,0.068837
2024-01-01 00:00:00.110,0.127807,-0.033979,9.769405,-0.090663,0.211702,0.133903
2024-01-01 00:00:00.120,0.215015,0.026026,9.234055,0.043876,-0.020264,-0.03379
2024-01-01 00:00:00.130,0.09064,-0.110276,9.168703,-0.116034,0.173844,0.005357
2024-01-01 00:00:00.140,0.054748,0.017313,8.953986,-0.119748,0.127607,-0.024216
2024-01-01 00:00:00.150,0.262429,-0.072193,8.625429,-0.207358,0.084518,-0.059027
2024-01-01 00:00:00.160,0.148306,-0.244259,8.744374,-0.129452,0.04367,-0.013927
2024-01-01 00:00:00.170,0.337481,-0.214483,9.142837,-0.175435,0.042029,-0.080767
2024-01-01 00:00:00.180,0.384999,-0.21442,9.490278,-0.045673,0.050273,-0.006939
2024-01-01 00:00:00.190,0.124846,-0.101547,9.686842,-0.240294,0.143055,0.045965
2024-01-01 00:00:00.200,0.048673,-0.107565,9.80489,-0.268693,0.092038,-0.023196
2024-01-01 00:00:00.210,0.184836,-0.085538,10.077832,-0.094781,-0.021303,0.084896
2024-01-01 00:00:00.220,-0.253469,-0.223245,10.066129,-0.19926,0.000374,0.086071
2024-01-01 00:00:00.230,-0.217008,-0.175124,10.693493,-0.249004,0.027478,0.119909
2024-01-01 00:00:00.240,-0.121425,-0.151551,10.723378,-0.112551,-0.097342,-0.026267
2024-01-01 00:00:00.250,-0.083221,-0.144067,10.666659,-0.006145,-0.057569,0.118637
