timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
2024-01-01 00:00:00.000,0.024836,0.30461,9.720873,0.03827,0.358741,-0.004303
2024-01-01 00:00:00.010,0.025338,0.356292,9.905872,0.06833,0.203988,0.007816
2024-01-01 00:00:00.020,0.096777,0.376569,10.025315,0.054204,0.275386,0.01949
2024-01-01 00:00:00.030,0.172463,0.488204,10.197175,-0.053347,0.279519,0.054673
2024-01-01 00:00:00.040,0.116191,0.416862,10.35829,0.050365,0.268349,0.012465
2024-01-01 00:00:00.050,0.14734,0.316136,10.569024,0.014509,0.258851,0.017986
2024-01-01 00:00:00.060,0.268607,0.399771,10.593471,0.076073,0.259185,0.08882
2024-01-01 00:00:00.070,0.257966,0.28937,10.598295,0.148816,0.202584,0.04601
2024-01-01 00:00:00.080,0.225312,0.410873,10.909745,0.128342,0.158831,0.02996
2024-01-01 00:00:00.090,0.304249,0.321959,10.831095,0.183369,0.127298,0.061025
2024-01-01 00:00:00.100,0.281332,0.32842,10.957922,0.155498,0.085513,0.073145
2024-01-01 00:00:00.110,0.30755,0.385833,11.047046,0.085464,0.12228,0.136877
2024-01-01 00:00:00.120,0.36813,0.240526,11.059472,0.03579,0.016251,0.124844
2024-01-01 00:00:00.130,0.284338,0.21932,11.146252,0.180169,0.055923,0.138062
2024-01-01 00:00:00.140,0.316418,0.243292,11.095077,0.172333,-0.020646,0.134417
2024-01-01 00:00:00.150,0.395826,0.30675,10.968743,0.143853,-0.082543,0.144007
2024-01-01 00:00:00.160,0.393116,0.160345,11.175938,0.116677,-0.059666,0.100382
2024-01-01 00:00:00.170,0.47776,0.075373,10.964814,0.173284,-0.15982,0.120055
2024-01-01 00:00:00.180,0.433346,0.174345,10.869425,0.207888,-0.122701,0.10087
2024-01-01 00:00:00.190,0.423185,0.203734,10.875538,0.257748,-0.17301,0.128358
2024-01-01 00:00:00.200,0.580435,0.214798,10.721996,0.239955,-0.239973,0.158838
2024-01-01 00:00:00.210,0.507471,0.109732,10.625325,0.316203,-0.207344,0.145518
2024-01-01 00:00:00.220,0.531959,0.089966,10.673333,0.188484,-0.226851,0.183503
2024-01-01 00:00:00.230,0.465348,0.1455,10.323388,0.287955,-0.213212,0.112099
2024-01-01 00:00:00.240,0.515522,-0.028717,10.184052,0.249066,-0.235961,0.163028
2024-01-01 00:00:00.250,0.552576,0.022087,10.07738,0.283383,-0.268974,0.111741
2024-01-01 00:00:00.260,0.491886,0.027633,10.008806,0.227918,-0.355149,0.152671
2024-01-01 00:00:00.270,0.568736,0.01711,9.656038,0.303562,-0.177463,0.172197
2024-01-01 00:00:00.280,0.518541,-0.054286,9.473253,0.264113,-0.367071,0.143176
2024-01-01 00:00:00.290,0.530723,-0.050418,9.439933,0.213895,-0.242342,0.165254
2024-01-01 00:00:00.300,0.51008,-0.199723,9.217037,0.244928,-0.257169,0.118526
2024-01-01 00:00:00.310,0.625777,-0.131126,9.180971,0.230369,-0.322535,0.095498
2024-01-01 00:00:00.320,0.523652,-0.098107,9.130549,0.262789,-0.251509,0.159709
2024-01-01 00:00:00.330,0.460801,-0.19205,8.904379,0.174505,-0.227324,0.192417
2024-01-01 00:00:00.340,0.542405,-0.161647,8.758258,0.226386,-0.133126,0.106831
2024-01-01 00:00:00.350,0.426102,-0.163347,8.787613,0.241194,-0.206361,0.169523
2024-01-01 00:00:00.360,0.481777,-0.223274,8.77487,0.215894,-0.153736,0.129848
2024-01-01 00:00:00.370,0.355918,-0.217369,8.509255,0.273666,-0.22545,0.08372
2024-01-01 00:00:00.380,0.368497,-0.292998,8.665485,0.236386,0.011577,0.084666
2024-01-01 00:00:00.390,0.424258,-0.273318,8.636908,0.187996,-0.094164,0.113496
2024-01-01 00:00:00.400,0.429421,-0.249698,8.636542,0.189242,0.010783,0.094911
2024-01-01 00:00:00.410,0.377797,-0.288616,8.663575,0.182615,0.024523,0.061311
2024-01-01 00:00:00.420,0.338908,-0.341028,8.765248,0.176842,0.059441,0.043185
2024-01-01 00:00:00.430,0.303909,-0.314654,8.600383,0.053701,0.138698,0.061589
2024-01-01 00:00:00.440,0.218215,-0.303177,8.693666,0.117715,0.214281,0.085489
2024-01-01 00:00:00.450,0.228321,-0.45328,8.723089,0.04592,0.174007,0.071893
2024-01-01 00:00:00.460,0.212543,-0.303498,8.842558,0.170994,0.22268,0.049211
2024-01-01 00:00:00.470,0.258882,-0.387689,9.064334,0.090606,0.232253,0.062246
2024-01-01 00:00:00.480,0.192949,-0.357749,8.94535,0.070227,0.289598,0.079138
2024-01-01 00:00:00.490,0.056753,-0.326005,9.105727,0.110706,0.235206,0.051343
2024-01-01 00:00:00.500,0.129748,-0.459967,9.415185,0.072727,0.328198,0.027327
2024-01-01 00:00:00.510,0.062537,-0.431024,9.523959,-0.019254,0.342256,0.050149
2024-01-01 00:00:00.520,0.015911,-0.412787,9.555707,0.019072,0.349216,-0.015225
2024-01-01 00:00:00.530,0.048136,-0.438984,9.798609,-0.00878,0.266382,-0.001961
2024-01-01 00:00:00.540,0.036837,-0.31311,9.904151,-0.093914,0.291154,-0.010045
2024-01-01 00:00:00.550,-0.000364,-0.44138,10.142553,-0.055845,0.307605,-0.049907
