timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
2024-01-01 00:00:00.000,0.287225,-0.882552,8.779252,0.191351,0.234963,-0.021513
2024-01-01 00:00:00.010,-0.079951,-0.398014,9.226263,0.268353,-0.375796,-0.004898
2024-01-01 00:00:00.020,0.374526,-0.191334,8.938406,0.124672,-0.065559,0.009644
2024-01-01 00:00:00.030,0.880692,0.873244,9.302994,-0.485624,-0.008332,0.142029
2024-01-01 00:00:00.040,-0.135399,0.257461,9.611868,-0.038856,0.003182,-0.112083
2024-01-01 00:00:00.050,-0.13539,-0.617794,10.584535,-0.288927,0.036099,-0.126952
2024-01-01 00:00:00.060,0.91318,0.22484,9.512864,-0.050651,0.122088,0.185493
2024-01-01 00:00:00.070,0.443769,-0.715783,8.342979,0.245001,-0.007081,-0.069397
2024-01-01 00:00:00.080,-0.271474,0.500853,10.864791,0.076288,-0.073612,-0.189455
2024-01-01 00:00:00.090,0.313735,-0.217942,9.035524,0.287023,-0.081518,-0.072769
2024-01-01 00:00:00.100,-0.267971,-0.043316,9.755672,0.085438,-0.122303,-0.049508
2024-01-01 00:00:00.110,-0.269308,0.613314,10.223136,-0.324581,0.157509,0.233244
2024-01-01 00:00:00.120,0.139915,-0.595442,9.99468,-0.630212,-0.129306,0.138724
2024-01-01 00:00:00.130,-1.106354,-0.646307,10.822335,0.037202,0.169354,0.172128
2024-01-01 00:00:00.140,-0.997434,-0.269973,10.253174,-0.053482,0.0038,0.122996
2024-01-01 00:00:00.150,-0.325143,0.480354,9.013116,-0.244236,-0.104251,0.141937
2024-01-01 00:00:00.160,-0.58567,-0.702849,11.825606,-0.425157,0.123681,-0.103212
2024-01-01 00:00:00.170,0.181714,-1.310155,9.989797,-0.183686,-0.145491,-0.02979
2024-01-01 00:00:00.180,-0.525065,-0.208706,9.673681,-0.048623,0.127637,-0.148487
2024-01-01 00:00:00.190,-0.816665,0.255235,10.701824,0.166469,0.042545,-0.031573
2024-01-01 00:00:00.200,0.847511,0.555241,10.040792,0.047158,-0.119265,0.102616
2024-01-01 00:00:00.210,-0.130555,-0.214258,10.179366,0.402017,0.105727,0.020187
2024-01-01 00:00:00.220,0.039048,-0.190326,12.115769,-0.258901,0.109318,0.196722
2024-01-01 00:00:00.230,-0.823861,0.533794,9.555458,0.220265,0.231504,-0.171212
2024-01-01 00:00:00.240,-0.314789,-0.864943,9.516008,0.011825,0.193229,0.075036
2024-01-01 00:00:00.250,0.064141,-0.17973,9.917858,0.173667,0.098255,-0.187245
2024-01-01 00:00:00.260,-0.665562,0.08809,10.801367,-0.109129,-0.225518,0.014126
2024-01-01 00:00:00.270,0.217247,0.207809,8.416155,0.26792,0.489717,0.11105
2024-01-01 00:00:00.280,-0.347319,-0.235837,7.991468,0.073806,-0.280723,-0.032175
2024-01-01 00:00:00.290,-0.168672,0.015932,9.266801,-0.169861,0.189853,0.082669
2024-01-01 00:00:00.300,-0.347937,-1.1511,8.298294,-0.003006,0.086257,-0.14396
2024-01-01 00:00:00.310,1.07108,-0.304506,9.416946,-0.059889,-0.234828,-0.249553
2024-01-01 00:00:00.320,-0.007805,0.209793,10.274913,0.122295,-0.02486,0.083554
2024-01-01 00:00:00.330,-0.611621,-0.454409,8.985879,-0.294944,-0.015751,0.261602
2024-01-01 00:00:00.340,0.475637,0.027286,8.4899,-0.007338,0.261117,-0.149407
2024-01-01 00:00:00.350,-0.705953,0.206723,9.874151,0.098827,-0.142662,0.183329
2024-01-01 00:00:00.360,0.120775,-0.158463,10.608025,0.008256,-0.052389,0.006514
2024-01-01 00:00:00.370,-1.133179,0.078857,8.241811,0.336735,-0.467214,-0.200354
2024-01-01 00:00:00.380,-0.768024,-0.44536,10.568879,0.193506,0.346953,-0.169726
2024-01-01 00:00:00.390,0.113835,-0.095578,10.566172,-0.00187,-0.214094,0.002368
2024-01-01 00:00:00.400,0.427018,0.282286,10.69272,0.054172,0.065382,-0.060669
2024-01-01 00:00:00.410,0.099094,0.072616,10.937338,0.073916,-0.020282,-0.196937
2024-01-01 00:00:00.420,-0.066874,-0.271329,11.847303,0.100825,-0.0196,-0.254106
2024-01-01 00:00:00.430,-0.174113,0.103723,9.480544,-0.456414,0.161972,-0.127008
2024-01-01 00:00:00.440,-0.854955,0.330578,9.911376,-0.075382,0.334252,0.029071
2024-01-01 00:00:00.450,-0.41625,-0.948303,9.424711,-0.37111,0.050299,-0.00096
2024-01-01 00:00:00.460,-0.266364,0.536188,9.811829,0.31957,0.131016,-0.075186
2024-01-01 00:00:00.470,0.611281,-0.155551,11.228214,-0.015212,0.065778,0.030283
2024-01-01 00:00:00.480,2.254697,0.196832,14.219593,-0.048335,0.203506,0.156004
2024-01-01 00:00:00.490,1.036522,0.553846,14.667357,0.224199,-0.092583,0.059119
2024-01-01 00:00:00.500,2.243402,-0.634536,16.738168,0.105581,0.215078,-0.018196
2024-01-01 00:00:00.510,1.833326,-0.328187,16.407738,-0.282159,0.2221,0.139211
2024-01-01 00:00:00.520,1.66457,-0.133483,15.128031,-0.017726,0.216507,-0.143978
2024-01-01 00:00:00.530,0.353702,-0.362564,10.600493,-0.083792,-0.13203,-0.033738
2024-01-01 00:00:00.540,0.596175,0.802582,10.125693,-0.436133,-0.033668,-0.030163
2024-01-01 00:00:00.550,0.538513,-0.396343,11.198054,-0.172569,0.047893,-0.185543
2024-01-01 00:00:00.560,-0.485278,-0.256996,9.878936,-0.045885,-0.274168,-0.062981
2024-01-01 00:00:00.570,-0.178802,0.09455,10.758915,-0.028738,0.318984,-0.311244
2024-01-01 00:00:00.580,0.191553,-0.556114,12.254389,-0.370558,-0.002455,0.286827
2024-01-01 00:00:00.590,0.564109,-0.183042,10.363361,0.287916,0.056786,-0.140612
2024-01-01 00:00:00.600,-0.277083,0.146854,9.855638,-0.025526,-0.115401,0.237917
2024-01-01 00:00:00.610,-0.107357,-0.153981,10.478408,0.009388,-0.265376,0.005713
2024-01-01 00:00:00.620,-0.639738,-0.043201,9.472042,0.10016,-0.120806,0.08473
2024-01-01 00:00:00.630,-0.691706,-0.244869,12.019348,-0.197019,0.043841,-0.07332
2024-01-01 00:00:00.640,0.469843,-0.700594,9.976602,0.114089,0.134686,0.031189
2024-01-01 00:00:00.650,0.784246,0.148769,9.557482,-0.091769,0.032358,0.097573
2024-01-01 00:00:00.660,-0.04164,0.811832,9.036821,-0.224146,0.069345,0.099683
2024-01-01 00:00:00.670,0.580293,0.008513,10.825148,0.143362,-0.067405,0.116216
2024-01-01 00:00:00.680,0.209116,0.104207,10.612322,0.372918,0.09925,-0.05525
2024-01-01 00:00:00.690,-0.37304,0.320454,9.349848,0.181207,0.296567,-0.072054
2024-01-01 00:00:00.700,0.208977,-0.587192,10.343333,0.230744,0.140958,-0.239126
2024-01-01 00:00:00.710,0.88937,0.787583,8.414284,-0.130158,0.161908,0.078483
2024-01-01 00:00:00.720,-0.020716,0.093597,9.981135,-0.399405,0.058803,0.162357
2024-01-01 00:00:00.730,0.904755,0.754897,10.22889,0.372534,-0.300631,0.242397
2024-01-01 00:00:00.740,-1.514868,-0.339101,11.389622,0.513629,-0.208933,0.045776
2024-01-01 00:00:00.750,0.475265,0.841035,9.096838,0.385702,0.090975,-0.114972
2024-01-01 00:00:00.760,0.050335,0.358587,8.627268,-0.083946,-0.002188,-0.254564
2024-01-01 00:00:00.770,-0.172901,0.255836,8.98155,-0.288659,0.087969,0.15625
2024-01-01 00:00:00.780,0.053061,0.10826,8.573407,-0.266421,0.335285,-0.269441
2024-01-01 00:00:00.790,-1.149312,-0.114969,11.046675,-0.420933,0.145207,-0.051091
2024-01-01 00:00:00.800,-0.127025,0.555366,11.242801,-0.026845,0.251777,-0.033646
2024-01-01 00:00:00.810,0.2065,0.06493,10.106264,0.401419,0.018936,-0.010418
