timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
2024-01-01 00:00:00.000,0.7285539225546812,-0.4493751123803759,-0.6261850877120388,0.9771590284726817,-0.2786407839065196,0.1555737138830406,abnormal
2024-01-01 00:00:00.010,-1.166591759672643,0.9715084589727403,1.2913562232581905,0.6163153495466462,-1.086166838449701,-0.2565948147368481,abnormal
2024-01-01 00:00:00.020,0.9211971037678706,2.4500196517960493,1.4582987757757926,-0.04433314637493316,-0.1964160094461543,0.28726168686564235,abnormal
2024-01-01 00:00:00.030,0.30606974612920745,0.41281224392133964,2.7663902624028918,-0.9162953620755994,-0.16013610444936968,0.8771707617998663,abnormal
2024-01-01 00:00:00.040,0.9395758447561081,-0.7674827833433427,2.024563505071187,-0.7059791337074476,-0.26602861584735926,-0.17320025213493348,abnormal
2024-01-01 00:00:00.050,0.3269018808868412,3.501274462578793,3.2454996355812438,0.01412891073171963,-0.05725583273034962,-0.2514401618070084,abnormal
2024-01-01 00:00:00.060,1.394409750636681,0.7963632261141945,5.128209056964571,-0.16600053537523862,0.616361977636837,-0.1604794724143274,abnormal
2024-01-01 00:00:00.070,-1.1253076545202463,0.8198643765750996,3.3346477123835627,-0.9179180586521802,-0.9066364801914962,-0.268707690356266,abnormal
2024-01-01 00:00:00.080,2.1313196805812917,-2.0353123935813406,4.559519930237577,-0.9816601396414317,-1.7338619453396442,0.4186405330041509,abnormal
2024-01-01 00:00:00.090,1.442867812962345,0.044475519872179584,6.0626125766317145,-0.077039442426518,1.6486476641109102,-0.7423310190759873,abnormal
2024-01-01 00:00:00.100,-0.7199494181484017,-1.1029469621043615,6.445183217651799,1.5083273605705785,0.8432326713320359,0.13891693091177928,abnormal
2024-01-01 00:00:00.110,0.7921995756724275,0.1929427353180438,7.551603621471049,-0.5570903118979812,-0.35701194283896753,0.032670320092684155,abnormal
2024-01-01 00:00:00.120,0.5337208613850597,0.5759281959759183,7.032237823680068,1.1203417404960703,-0.4335673452911849,-0.6115652785990846,abnormal
2024-01-01 00:00:00.130,-2.0949162787407007,0.6432497368256559,6.2796665415883,-1.3150606947487828,-0.18575483913617563,-0.1986903987386604,abnormal
2024-01-01 00:00:00.140,0.714259494750796,-1.7175339175661566,7.359105216170301,-0.07834228882834778,-1.1142234140817784,-0.34336010780261145,abnormal
2024-01-01 00:00:00.150,-0.7024789450863461,-0.2242139269791342,7.6754161321731385,-0.6738007389365043,0.4506868685834676,-0.9943863129844449,abnormal
2024-01-01 00:00:00.160,-0.3000162403021612,0.7242643516760503,6.848448329012949,1.6807420475768156,-0.6740014558391936,-0.5719583445974897,abnormal
2024-01-01 00:00:00.170,-0.7228637269332436,1.5555658332702442,7.2792980497657735,1.564232021805602,-0.4467213945171658,0.4562207996377276,abnormal
2024-01-01 00:00:00.180,-0.5137008081168938,0.10653855329535965,5.690316969479518,1.1778120333960624,-1.1525664347556637,-0.06551326081703177,abnormal
2024-01-01 00:00:00.190,0.08608164211498663,-0.8724889383949118,6.11628688418986,-0.1937903048674311,0.02994389869145828,-0.39871263458273376,abnormal
2024-01-01 00:00:00.200,0.1160629488674388,1.2843476870689632,7.325898595613148,-1.6773637774991734,-1.2178403479428352,0.25857968328088443,abnormal
2024-01-01 00:00:00.210,-1.8709822096707354,-1.9418786037091402,5.57031572221026,-0.22552661528188386,-0.20002336602436885,-1.131303326434534,abnormal
2024-01-01 00:00:00.220,-0.32244724037927214,-1.204951541413091,5.965551274846423,-1.1731976377040154,1.2151690306262457,-0.01641644809316338,abnormal
2024-01-01 00:00:00.230,-1.6137733768893578,-0.8991793835622766,6.184678045489811,-0.5700995309905524,-0.07315867840904468,-0.1164593646117907,abnormal
2024-01-01 00:00:00.240,-1.5249334308709255,-0.1632515003560841,5.049198356796205,0.12939580617495594,0.4576892538789642,-0.2775008470198377,abnormal
2024-01-01 00:00:00.250,-0.41634432087700673,-0.7007556420908653,4.275131995994038,0.08823082237899674,-0.8483236067927221,-0.004830913344464396,abnormal
2024-01-01 00:00:00.260,1.026360331052292,-0.8909268712025558,4.519442917799482,-0.012402741172950354,-0.18821882256650324,0.2003825389428116,abnormal
2024-01-01 00:00:00.270,0.7570278048396033,-0.7458361598485754,2.9931249957817307,1.3591655326550245,0.2886603098724662,-0.5514601380251147,abnormal
2024-01-01 00:00:00.280,-0.7255896568990385,-1.9051076034760626,3.3722753824194687,-0.5529952525265643,0.32359480032171145,0.1403547163467732,abnormal
2024-01-01 00:00:00.290,-0.8525049887980021,-1.3606450078818415,2.656179231958325,-0.127250317742051,0.09247250376485634,-0.19623934685121522,abnormal
2024-01-01 00:00:00.300,-0.9928918764992347,-1.6338513007300897,1.6125299726422266,0.8182849883485879,0.41701828773948507,0.17407005144123616,abnormal
2024-01-01 00:00:00.310,0.17128826310679168,-0.3144720916706523,0.8714752766905851,0.33674101074537854,0.15615960799621895,0.5329937665436324,abnormal
2024-01-01 00:00:00.320,1.1239800465356686,0.1654767046965221,1.1746649148496306,-0.9089963044813821,0.7371550730378422,-0.1286510762365661,abnormal
2024-01-01 00:00:00.330,0.021659828446165978,0.4663669658313614,-0.18577619946359075,-1.721844450562785,0.42369868818245526,-0.1422029322598711,abnormal
2024-01-01 00:00:00.340,0.8313200035909395,-2.0426796541983796,0.9132366426730538,0.8882281394201216,1.385088820229272,0.5983412300182887,abnormal
2024-01-01 00:00:00.350,0.3784908655816179,-2.6195084697049134,0.9717969899569475,0.07991429335006321,0.5584233415550091,0.2737730053976433,abnormal
2024-01-01 00:00:00.360,1.8050227977062727,-0.7242508011637149,1.9308314660696393,0.4017494522865811,-1.1887904443400963,0.620187477212276,abnormal
2024-01-01 00:00:00.370,-2.4080288838674044,0.6306906134337013,3.012998537603605,-0.22523220095388,0.1894047010570439,-0.09723395339428283,abnormal
2024-01-01 00:00:00.380,-2.5572408998323675,0.37860316197319716,3.544763259530771,-0.07384279386098468,-0.4285615793827224,0.6848197594792436,abnormal
2024-01-01 00:00:00.390,-0.23812749341515377,-0.19120009562003915,4.887970586045159,0.9793897298659592,-0.49702928305043304,-0.13535851737925766,abnormal
2024-01-01 00:00:00.400,0.7638474225219785,-1.1732663117760114,3.5409546082649355,1.134348346195376,0.1799610269064991,-0.5418061116797984,abnormal
2024-01-01 00:00:00.410,-0.49265913811009676,1.0177829303352075,4.156707091208566,1.1483617900494887,-0.1922441437660065,-0.05613397503626658,abnormal
2024-01-01 00:00:00.420,0.5109368160060717,-0.8971402521661004,5.796786884005062,1.5330416096646287,-0.4486769618615616,0.47157419672991524,abnormal
2024-01-01 00:00:00.430,-1.4082537564815472,2.5710639732419476,5.4188232314381075,-1.00049674611052,1.2200290948635626,0.7369684158366551,abnormal
2024-01-01 00:00:00.440,-1.5112598812029832,0.35181377650088663,6.286014454554782,1.133807593903975,-0.644082142916281,-0.02017912052890069,abnormal
2024-01-01 00:00:00.450,-0.8598910642602559,2.210017680821234,6.582779086406898,-0.8945030260753002,0.3566565591988422,-0.27496496739989207,abnormal
2024-01-01 00:00:00.460,1.0095872618099377,-0.6287698421157104,6.117386190683694,-0.6279335388358344,-0.44182995356203786,-0.31824554472675437,abnormal
2024-01-01 00:00:00.470,0.8356300435849224,-0.050834817082847296,6.8876266893810145,0.6112707583342902,1.810632139756852,0.7087554575916218,abnormal
2024-01-01 00:00:00.480,-0.8559032545859832,0.48638227586794724,8.175194583154965,-0.44296893082153704,-0.23881618940621402,-0.02631610254841998,abnormal
2024-01-01 00:00:00.490,0.2173432439351686,-0.7123214026560937,7.157860522699135,0.09573260060111433,0.45351907681754433,0.7582208672296677,abnormal
2024-01-01 00:00:00.500,-0.7770850025846037,-0.046430400283694405,7.133593612504174,0.15327666059621167,-0.8240084340592773,0.7207675040759411,abnormal
2024-01-01 00:00:00.510,0.024071772596812206,2.103160747991187,7.220141603300161,0.6719771489899442,1.3397750266527997,-0.07694453952021806,abnormal
2024-01-01 00:00:00.520,-1.3371556567089213,0.6583020469398936,5.679895501234971,0.91951741069744,1.2060994881243372,0.7790714584701388,abnormal
